FACULTAD DE ECONOMIA Y ADMINISTRACION






 TURNO EXTRAORDINARIO MAYO 2025
9-TEC. UNIV. SEC. EJECUTIVO
10 - LICENCIATURA EN ECONOMÍA
11 - ADM DE EMP
14 - CONTADOR PÚBLICO
15 - LIC. EN COMERCIALIZACIÓN
30 - LIC EN RR PP E INSTITUCIONALES
88 - TEC EN GESTIÓN DE BANCOS Y EMPRESAS FINANCIERAS
96 - GESTIÓN DE CALIDAD
97 - TEC EN SEGUROS
133 - LIC. EN ADMINISTRACIÓN AGROPECUARIA
"161-TEC BANCOS, EMPRESAS FINANCIERAS Y SEGUROS"
212 - TEC CEREMONIAL Y PROTOCOLO
214 - LIC. COMERCIO INTERNACIONAL
250 - LIC EN ADMINISTRACIÓN DE NEGOCIOS DIGITALES.
336 - LIC EN RR HH






































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































368- LIC EN GESTIÓN Y ADMIN. UNIVERSITARIA
